Status,Listing ID,Full Street Address,List Price,Subdivision/Neighborhood,Style,Structure Type,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,DOM,CDOM,Close Date,Close Price,Concessions Amt 
Active,MDAA2000260,962 Oakdale Cir,"$370,000 ",OAKDALE,Ranch/Rambler,Detached,2,1,,1,1,No,20000,1956,10,10,,,
Active,MDMC762402,2707 Randolph Rd,"$374,900 ",GLENMONT VILLAGE,Ranch/Rambler,Detached,2,1,,1.5,,No,8700,1950,11,11,,,
Active,MDHW2000150,5083 Blacksmith Dr,"$374,900 ",LONGFELLOW,Contemporary,Detached,4,1,1,2,1,Yes,8491,1969,3,3,,,
Active,MDHW295380,6383 Beechfield Ave,"$374,900 ",ELKRIDGE,Bungalow,Detached,3,1,1,3,,Yes,15000,1900,2,2,,,
Active,MDAA2000592,7503 Sandalwood Ct,"$375,000 ",SANDALWOOD,Ranch/Rambler,Detached,3,1,1,2,1,Yes,7084,1978,2,2,,,
Active,MDAA2000344,421 Forest View Rd,"$375,000 ",AA COUNTY,Colonial,Detached,3,2,,2,1,Yes,7800,1940,12,12,,,
Active,MDAA470702,24 Georgia Ave NW,"$375,000 ",AA COUNTY,Ranch/Rambler,Detached,3,2,,1,,No,14843,1920,20,20,,,
Active,MDAA2001052,6306 S Orchard Rd,"$375,000 ",LINTHICUM,Raised Ranch/Rambler,Detached,3,1,1,1.5,1,Yes,7500,1950,2,2,,,
Active,MDBC530482,1837 Clarke Blvd,"$375,000 ",SUPERIOR HEIGHTS,Colonial,Detached,3,1,2,3,1,Yes,18177,1938,12,12,,,
Active,MDAA471486,204 5th Ave SW,"$375,000 ",GLEN BURNIE,Colonial,Detached,5,2,1,2,,Yes,15000,1952,18,18,,,
Active,MDMC749878,11703 Charles Rd,"$378,500 ",GARRETT FOREST,Split Level,Detached,3,1,1,3,,Yes,11882,1958,26,26,,,
Active,MDHW295212,8903 Josephs Coat Ct,"$379,900 ",SIGNAL HILL,Ranch/Rambler,Detached,4,4,,2,,Yes,4051,1991,11,11,,,
Active,MDAA471654,101 Ridgely Rd,"$380,000 ",GLEN BURNIE PARK,Cape Cod,Detached,4,1,1,2,,Yes,6600,1956,11,11,,,
Active,MDHW2000454,9501 Wandering Way,"$394,990 ",VILLAGE OF OAKLAND MILLS,Split Level,Detached,3,2,1,3,1,No,13906,1971,3,3,,,
Active,MDAA466586,360 Dameron S,"$395,000 ",MARYLAND CITY,Ranch/Rambler,Detached,4,2,,2,,Yes,6900,1964,6,6,,,
Active,MDCR204702,6436 Sykesville Rd,"$398,500 ",SYKESVILLE,Ranch/Rambler,Detached,4,3,,2,1,Yes,17600,1955,39,39,,,
Active,MDMC763936,822 1st St,"$399,000 ",MARYVALE,Ranch/Rambler,Detached,3,1,,1,,No,7203,1954,4,4,,,
Active,MDMC750920,818 Veirs Mill Rd,"$399,000 ",JANETA,Colonial,Detached,3,2,1,3,,Yes,10800,1898,27,27,,,
Active,MDAA2001110,15 2nd Ave S,"$399,900 ",CROMWELL MANOR,Cape Cod,Detached,4,3,,2,,Yes,7500,1951,2,2,,,
Active,MDHW296302,6653 Huntshire Dr,"$399,900 ",NOTTINGHAM VILLAGE,Colonial,Detached,3,2,1,3,1,Yes,4113,1997,3,3,,,
Active,MDMC758956,12203 Middle Rd,"$399,900 ",VEIRS MILL VILLAGE,"Colonial, Traditional",Detached,6,3,,3,,Yes,6391,1946,42,42,,,
Active,MDBC2000448,5710 Oakland Rd,"$399,900 ",WYNNEWOOD,Bi-Level,Detached,4,2,1,2,,Yes,8435,1955,3,3,,,
Active,MDAA2000932,1409 Tieman Dr,"$399,900 ",NONE AVAILABLE,Colonial,Detached,5,3,1,3,,Yes,6600,1957,3,3,,,
Active,MDMC2002130,10700 Eastwood Ave,"$400,000 ",NORTHWOOD VILLAGE,Cape Cod,Detached,2,2,0,2.5,1,Yes,8083,1952,3,3,,,
Active,MDCR2000192,2050 Stillwater Rd,"$414,900 ",OKLAHOMA,Split Foyer,Detached,4,2,0,2,0,Yes,22912,1983,9,9,,,
Active,MDAA2000832,1506 Charles Ave,"$414,900 ",AA COUNTY,Split Level,Detached,4,2,,2,1,Yes,6000,1964,1,1,,,
Active,MDHW295114,7907 Mayfield Ave,"$415,000 ",MAYFIELD MANOR,Split Foyer,Detached,3,1,1,2,,Yes,7000,1985,17,17,,,
Active,MDCR2000322,1112 Johnsville Rd,"$415,000 ",CARROLL SQUARE,Split Foyer,Detached,4,2,0,2,1,Yes,16800,1973,1,1,,,
Active,MDAA2000782,7610 McCarron Ct,"$415,000 ",MCCARRON,Split Foyer,Detached,3,3,,2,1,Yes,40048,1977,2,2,,,
Active,MDPG2001018,8429 Oak Stream Dr,"$419,000 ",MONTPELIER FOREST,Split Level,Detached,4,3,,2,1,Yes,9923,1979,2,2,,,
Active,MDPG606740,405 Compton Ave,"$419,000 ",TALBOTT ESTATES,Cape Cod,Detached,4,3,1,3,,Yes,6500,1944,31,31,,,
Active,MDBC532758,418 Westside Blvd,"$419,900 ",ROCKWOOD,Split Foyer,Detached,3,2,1,1.5,1,Yes,5730,1984,15,15,,,
Active,MDAA460060,1837 Quebec St,"$419,900 ",THE PROVINCES,Colonial,Detached,4,2,1,2,,No,6315,1975,89,89,,,
Active,MDHW2000352,10395 Green Mountain Cir,"$419,900 ",BRYANT WOODS,Split Level,Detached,4,2,1,3,1,Yes,8800,1968,6,6,,,
Active,MDHW291860,6529 Huntshire Dr,"$420,000 ",NOTTINGHAM VILLAGE,Colonial,Detached,4,3,1,3,,No,4739,1992,98,98,,,
Active,MDAA2000632,1315 Somerset Rd,"$420,000 ",DELMONT STATION,Split Level,Detached,3,2,0,4,,Yes,7048,1993,10,26,,,
Active,MDMC2001684,4416 Jupiter St,"$425,000 ",WHEATON WOODS,Ranch/Rambler,Detached,4,2,,2,,Yes,7579,1953,4,4,,,
Active,MDAA469990,8143 Santa Fe Dr,"$425,000 ",WINDSWEPT ESTATES,Split Foyer,Detached,4,2,,2,,Yes,10116,1994,23,23,,,
Active,MDMC2001580,4411 Kalmia St,"$425,000 ",WHEATON WOODS,Ranch/Rambler,Detached,5,2,1,2,,Yes,8597,1953,3,3,,,
Active,MDHW296102,7273 Steamerbell Row,"$425,000 ",VILLAGE OF OWEN BROWN,"Colonial, Contemporary",Detached,3,2,,3,,Yes,3789,1983,3,3,,,
Active,MDHW295866,6604 Melrose Ave,"$425,000 ",HARWOOD PARK,Colonial,Detached,4,3,1,3,,Yes,3912,2009,19,19,,,
Active,MDHW296206,6571 Huntshire Dr,"$425,000 ",NOTTINGHAM VILLAGE,Colonial,Detached,4,3,1,3,1,Yes,4028,1991,9,9,,,
Active,MDMC2002190,10620 Wayridge Dr,"$425,000 ",STEDWICK,Contemporary,Detached,4,2,1,2,1,No,9480,1973,2,2,,,
Active,MDAA467656,319 Chaney Ln,"$425,000 ",GLEN BURNIE,Ranch/Rambler,Detached,3,2,,1,1,No,54014,1950,23,23,,,
Active,MDAA2001350,7814 Kawshek Path,"$427,000 ",RIDGEFIELD,Split Level,Detached,3,3,,2,1,Yes,15000,1982,3,3,,,
Active,MDAA471156,7 1st Ave S,"$429,000 ",CROMWELL MANOR,Colonial,Detached,3,2,1,3,1,Yes,7500,2004,5,5,,,
Active,MDAA2001040,Lot 12-13 Rose Avenue,"$429,990 ",GLEN BURNIE HEIGHTS,Colonial,Detached,4,2,1,3,,Yes,4800,2021,5,5,,,
Active,MDHW293046,6495 Sedgwick St,"$430,000 ",NOTTINGHAM VILLAGE,Colonial,Detached,4,2,1,3,,Yes,4080,1994,57,57,,,
Active,MDAA2001112,310 Chestnut Rd,"$430,000 ",LINTHICUM HEIGHTS,Traditional,Detached,3,2,1,3,1,Yes,7500,1900,2,2,,,
Active,MDMC762232,18005 Cactus Ct,"$430,000 ",LAYTONIA,Traditional,Detached,5,4,1,2,,No,8910,1970,11,11,,,
Active,MDMC2000592,13211 May Ct,"$435,000 ",GREENWOOD KNOLLS,Split Level,Detached,4,1,1,3,,Yes,7860,1955,2,2,,,
Active,MDMC2002446,2204 Prichard Rd,"$435,000 ",WHEATON FOREST,Ranch/Rambler,Detached,3,1,,1,,No,6383,1951,2,2,,,
Active,MDPG2000690,13710 Engleman Dr,"$439,000 ",NONE AVAILABLE,Split Level,Detached,5,3,0,4,,Yes,11281,1980,2,2,,,
Active,MDMC761292,4100 Denfeld Ave,"$439,900 ",ROCK CREEK,Bungalow,Detached,2,1,,1,,No,5754,1952,20,20,,,
Active,MDCR202562,1024 Waite Ave,"$439,900 ",SYKESVILLE,Split Foyer,Detached,5,2,,2.5,,Yes,11543,1985,110,110,,,
Active,MDMC762958,1108 Meurilee Ln,"$439,900 ",ROSEWOOD,Colonial,Detached,3,1,1,2,,Yes,8740,1948,17,17,,,
Active,MDMC2001614,3103 Dawson Ave,"$439,900 ",WHEATON HILLS,Ranch/Rambler,Detached,2,1,,1,1,No,6325,1949,3,3,,,
Active,MDHW294648,6368 Waterloo Rd,"$439,900 ",HUFFMAN,Split Foyer,Detached,4,3,,2,1,No,15463,1992,35,35,,,
Active,MDHW2000464,6609 Windsor Ct,"$439,900 ",COLUMBIA,Split Level,Detached,4,2,1,3,1,No,8407,1981,3,3,,,
Active,MDMC2001498,20417 Alderleaf Ter,"$445,000 ",CHURCHILL TOWN SECTOR,Contemporary,Detached,2,2,2,3,1,Yes,4389,1983,2,2,,,
Active,MDAA465602,1432 Wisp Ct,"$445,000 ",HARMANS WOODS,Colonial,Detached,3,1,1,2,,No,5478,1987,57,57,,,
Active,MDMC759398,4316 Ferrara Dr,"$445,200 ",GARRETT FOREST,Split Level,Detached,3,1,,1.5,,Yes,7916,1957,40,40,,,
Active,MDMC763616,12210 Kendall Ct,"$449,000 ",KINGSWELL,Ranch/Rambler,Detached,3,1,,2,,Yes,7952,1955,17,17,,,
Active,MDPG609146,16103 Julie Ln,"$449,900 ",MEROMY ESTATES,Ranch/Rambler,Detached,4,2,1,2,,Yes,13607,2009,2,2,,,
Active,MDCR205414,6218 Pinyon Pine Ct,"$449,900 ",PINEY RIDGE VILLAGE,Other,Detached,4,2,1,3,1,Yes,12893,1988,3,3,,,
Active,MDAA2001258,Lot 14-15 Rose Avenue,"$449,990 ",GLEN BURNIE HEIGHTS,Colonial,Detached,3,2,1,3,,Yes,4800,2021,4,4,,,
Active,MDMC2001356,2819 Kingswell Dr,"$450,000 ",KINGSWELL,Ranch/Rambler,Detached,3,1,2,1,1,Yes,5700,1958,4,4,,,
Active,MDHW296288,4613 Roundhill Rd,"$450,000 ",WORTHINGTON,Ranch/Rambler,Detached,3,2,1,2,1,Yes,20037,1966,2,2,,,
Active,MDMC753802,2304 Douglas Ct,"$450,000 ",STEPHEN KNOLLS,Cape Cod,Detached,4,3,,3,1,Yes,7128,1953,23,23,,,
Active,MDCR2000330,1356 Jay Rd,"$450,000 ",ELDERSBURG,Colonial,Detached,3,2,1,3,,Yes,11460,1996,3,38,,,
Active,MDBC2000886,1906 Lismore Ln,"$450,000 ",KEEPER HILL,Split Level,Detached,3,2,1,3,,Yes,9078,1957,4,4,,,
Active,MDHW2000142,5950 Setter Dr,"$450,000 ",HUNT CLUB ESTATES,Split Level,Detached,4,2,1,3,,Yes,15376,1959,3,3,,,
Active,MDHW2000210,8008 Nightwind Ct,"$455,000 ",MAYFIELD MANOR,Split Level,Detached,3,2,1,1.5,,Yes,6900,1986,2,2,,,
Active,MDHW296382,9501 Farewell Rd,"$459,000 ",VILLAGE OF OAKLAND MILLS,Transitional,Detached,4,2,1,3,,Yes,5630,1973,9,9,,,
Active,MDMC761142,923 Veirs Mill Rd,"$459,999 ",ROCKCREST,Cape Cod,Detached,4,2,,2,,No,7475,1940,17,17,,,
Active,MDMC2002504,3610 Woodridge Ave,"$460,000 ",KENSINGTON KNOLLS,Ranch/Rambler,Detached,3,1,,2,1,Yes,11780,1951,2,2,,,
Active,MDMC763462,3706 Kayson St,"$460,000 ",NONE AVAILABLE,Cape Cod,Detached,4,2,,2,2,Yes,8874,1955,15,15,,,
Active,MDMC2000776,4304 Sugar Pine Ct,"$460,000 ",SADDLE CREEK,Colonial,Detached,4,2,1,2,,Yes,4861,1986,4,4,,,
Active,MDHW294174,9926 Dellwood Ave,"$463,000 ",ALLVIEW ESTATES,Raised Ranch/Rambler,Detached,4,2,,2,1,Yes,20037,1956,51,51,,,
Active,MDMC762170,4516 Bennion Rd,"$464,900 ",VEIRS MILL VILLAGE,Cape Cod,Detached,4,2,,2,,Yes,10241,1946,22,22,,,
Active,MDMC762836,4433 Hallet St,"$465,000 ",WHEATON WOODS,Ranch/Rambler,Detached,4,2,,2,,Yes,8190,1952,20,20,,,
Active,MDMC2001148,305 Belton Rd,"$465,000 ",NONE AVAILABLE,Ranch/Rambler,Detached,5,3,0,2,,Yes,6300,1955,2,37,,,
Active,MDBC2000418,1300 Ridge Rd,"$465,000 ",OAK FOREST,Tudor,Detached,3,2,,3,2,Yes,15000,1929,2,2,,,
Active,MDMC758340,3808 Littleton St,"$469,990 ",CONN AVE PARK,Ranch/Rambler,Detached,4,2,,2,1,No,6106,1958,24,24,,,
Active,MDHW2000192,2948 Rogers Ave,"$470,000 ",ELLICOTT CITY,Ranch/Rambler,Detached,3,1,1,1,,No,24567,1955,6,6,,,
Active,MDCR205408,6013 Fairfield Ln,"$470,000 ",EMERALD VALLEY,Traditional,Detached,3,2,,2,,No,20000,1966,11,11,,,
Active,MDMC2002266,2505 Eccleston St,"$475,000 ",CARROLL KNOLLS,Raised Ranch/Rambler,Detached,4,2,0,2,1,Yes,8389,1953,4,4,,,
Active,MDMC2001804,13912 Dowlais Dr,"$475,000 ",BEL PRE WOODS,Ranch/Rambler,Detached,4,3,,2,1,Yes,10725,1965,3,3,,,
Active,MDAA2000540,3204 Shadow Park Dr,"$475,000 ",RUSSETT,Colonial,Detached,3,2,2,3,1,Yes,4943,1998,3,3,,,
Active,MDMC2002056,12801 Broadmore Rd,"$475,000 ",FAIRVIEW ESTATES,Split Level,Detached,3,2,1,3,1,Yes,14176,1965,3,3,,,
Active,MDMC763584,5912 Muncaster Mill Rd,"$479,000 ",PT ROCKVILLE OUT RES. 3,Cape Cod,Detached,3,2,,3,,Yes,55756,1935,17,17,,,
Active,MDHW293532,3613 Ligon Rd,"$479,900 ",DUNLOGGIN,Ranch/Rambler,Detached,3,2,0,2,1,Yes,10802,1953,28,28,,,
Active,MDCR2000090,6634 Monroe Ave,"$479,900 ",RIDGELY PARK,Ranch/Rambler,Detached,4,3,0,2,1,Yes,17859,1967,11,11,,,
Active,MDMC761758,906 N Belgrade Rd,"$479,900 ",KEMP MILL ESTATES,Split Level,Detached,4,2,1,4,2,Yes,7970,1958,9,9,,,
Active,MDHW291706,922 E Watersville Rd,"$479,900 ",MOUNT AIRY,Colonial,Detached,4,3,,3,,Yes,54014,1942,96,96,,,
Active,MDMC762752,12007 Rocking Horse Rd,"$480,000 ",RANDOLPH HILLS,Other,Detached,4,2,,2,,Yes,8869,1953,9,9,,,
Active,MDMC2002252,10607 Tenbrook Dr,"$480,000 ",BALLANTRAE,Ranch/Rambler,Detached,5,2,,2,,Yes,6238,1955,2,2,,,
Active,MDMC2000802,11727 College View Dr,"$480,000 ",CONNECTICUT GARDENS,Cape Cod,Detached,4,2,0,3,,Yes,6318,1951,10,10,,,
Active,MDHW296170,9076 Manorwood Rd,"$480,000 ",KINGS WOODS,Split Level,Detached,3,2,1,2,1,Yes,6229,1991,16,16,,,
Active,MDHW2000140,8833 Besthold Garth,"$480,000 ",PHELPS LUCK,"Colonial, Traditional",Detached,4,2,1,3,1,Yes,11573,1972,6,6,,,
Active,MDHW292754,3713 Saint Johns Ln,"$485,000 ",SAINT JOHNS,"Bi-Level, Split Level",Detached,3,2,,2.5,1,Yes,22999,1960,58,281,,,
Active,MDMC761900,8109 Brucar Ct,"$485,000 ",MILL CREEK SOUTH,Colonial,Detached,4,3,1,3,,Yes,8012,1982,17,17,,,
Active,MDMC746564,13131 Beaver Ter,"$495,000 ",BROOKHAVEN,Split Foyer,Detached,4,2,1,2,,Yes,8017,1962,29,29,,,
Active,MDMC2002578,20403 Bloomingville Ct,"$495,000 ",NONE AVAILABLE,Cape Cod,Detached,4,3,1,3,1,Yes,5437,1985,2,2,,,
Active,MDPG608636,6200 Forest Mill Ln,"$495,000 ",MCCAHILL ESTATES-PLAT 1>,Ranch/Rambler,Detached,5,3,,2,1,Yes,15841,1968,1,1,,,
Active,MDHW295946,711 Ridge Rd,"$495,000 ",MOUNT AIRY,Ranch/Rambler,Detached,4,3,,2,1,Yes,19994,1962,20,20,,,
Active,MDHW295932,10080 Shaker Dr,"$495,000 ",KINGS CONTRIVANCE,Colonial,Detached,5,2,1,3,1,Yes,10038,1978,17,17,,,
Active,MDMC2001570,11413 Staten Ct,"$495,900 ",FOX CHAPEL,Split Level,Detached,4,4,,3,1,Yes,21936,1965,3,3,,,
Active,MDMC2001734,504 Royalton Rd,"$499,000 ",NORTHWOOD KNOLLS,Ranch/Rambler,Detached,4,2,,2,1,Yes,5900,1953,2,2,,,
Active,MDHW294956,15214 Frederick Rd,"$499,000 ",WOODBINE,"Colonial, Farmhouse/National Folk, Post & Beam",Detached,3,2,1,3,,Yes,43996,1800,37,37,,,
Active,MDMC750494,2607 Henderson Ave,"$499,900 ",WHEATON CREST,Colonial,Detached,5,2,,3,1,Yes,7250,1950,78,78,,,
Active,MDHW291314,11194 Douglas Ave,"$499,999 ",MARRIOTTSVILLE,Cape Cod,Detached,3,4,,2.5,1,Yes,42392,1947,34,34,,,
Active,MDAA469964,1605 Sage Brush Ct,"$499,999 ",QUAIL RUN,Colonial,Detached,4,2,1,3,1,Yes,7150,1991,5,5,,,
Active,MDMC2001960,1112 Highwood Rd,"$500,000 ",ROCKCREST,Ranch/Rambler,Detached,4,2,,2,,Yes,8498,1953,2,2,,,
Active,MDMC2000954,11346 Palisades Ct,"$500,000 ",ROCK CREEK PALISADES,Colonial,Detached,3,2,1,3,,Yes,2000,1972,10,10,,,
Active,MDMC2001972,14108 Canterbury Ln,"$510,000 ",ENGLISH MANOR,Split Foyer,Detached,4,2,1,2,,Yes,11339,1960,4,4,,,
Active,MDMC755270,310 Baltimore Rd,"$510,000 ",CROYDON PARK,Split Level,Detached,4,2,,4,1,Yes,11438,1963,51,51,,,
Active,MDMC2002264,4808 Creek Shore Dr,"$515,000 ",RANDOLPH HILLS,Contemporary,Detached,4,2,,2,,Yes,6000,1957,2,2,,,
Active,MDHW2000418,5021 Hayload Ct,"$518,000 ",RUNNING BROOK,Split Foyer,Detached,4,3,,2.5,1,Yes,21189,1973,3,3,,,
Active,MDMC2002256,207 Crabb Ave,"$519,000 ",MARYVALE,Traditional,Detached,4,3,,2,1,Yes,6500,1933,4,38,,,
Active,MDHW295968,10377 Scaggsville Rd,"$519,900 ",LAKEVIEW,Ranch/Rambler,Detached,3,3,,2,1,Yes,24132,1964,17,17,,,
Active,MDBC529374,605 Pleasant Hill Rd,"$520,000 ",OELLA,Colonial,Detached,2,2,,3,,Yes,6499,1900,31,31,,,
Active,MDMC2002476,10000 Renfrew Rd,"$520,000 ",SOUTH FOUR CORNERS,Cape Cod,Detached,3,2,,3,1,Yes,7125,1941,3,3,,,
Active,MDAA470906,7702 W Classic Ct,"$522,987 ",DISNEY ESTATES,Colonial,Detached,5,3,1,3,1,Yes,10369,1996,9,9,,,
Active,MDMC754148,215 Ashley Ave,"$523,000 ",LINCOLN PARK,Ranch/Rambler,Detached,4,3,,2,,Yes,11000,1963,57,57,,,
Active,MDHW294908,8721 Susini Dr,"$524,900 ",LAKEVIEW,Ranch/Rambler,Detached,3,3,,2,1,Yes,20037,1961,38,38,,,
Active,MDCR2000414,2406 Forest Hill Rd,"$524,900 ",NONE AVAILABLE,Ranch/Rambler,Detached,4,3,,2,1,Yes,65340,1971,1,19,,,
Active,MDHW2000324,10486 Fair Oaks,"$524,900 ",NONE AVAILABLE,Other,Detached,4,2,1,2,1,No,11979,1980,3,3,,,
Active,MDMC2001938,4112 Decatur Ave,"$525,000 ",ROCK CREEK PALISADES,Bungalow,Detached,3,2,1,2,,Yes,5460,1950,5,5,,,
Active,MDMC764228,10013 Tenbrook Dr,"$525,000 ",ARGYLE CLUB ESTATES,Colonial,Detached,3,1,1,3,,Yes,6405,1948,10,10,,,
Active,MDMC759286,10409 Amherst Ave,"$525,000 ",EVANS PARKWAY,Traditional,Detached,4,3,,3,1,Yes,8297,1941,40,40,,,
Active,MDMC2000932,10100 Stoneybrook Dr,"$525,000 ",CAPITOL VIEW PARK,Cape Cod,Detached,4,2,,3,,Yes,7262,1974,4,4,,,
Active,MDMC2001430,3304 Moline Rd,"$525,000 ",MONTGOMERY HIGHLANDS ESTATES,Split Level,Detached,4,2,,3,,Yes,6825,1959,7,7,,,
Active,MDHW2000734,16225 Frederick Rd,"$525,000 ",WOODBINE,Ranch/Rambler,Detached,3,2,,2,1,Yes,43124,1963,2,2,,,
Active,MDMC756944,13709 Beauwick Ct,"$525,000 ",STRATHMORE AT BEL PRE,Colonial,Detached,4,3,,2,1,No,15276,1970,10,10,,,
Active,MDHW2000430,9556 Wandering Way,"$525,000 ",VILLAGE OF OAKLAND MILLS,Traditional,Detached,4,2,2,3,1,Yes,11533,1972,3,3,,,
Active,MDHW295242,8865 Mission Rd,"$525,000 ",JESSUP,Split Level,Detached,4,3,,2,1,Yes,20080,2001,29,29,,,
Active,MDMC756614,19135 Roman Way,"$529,900 ",WHETSTONE,Contemporary,Detached,4,2,1,3,1,Yes,4050,1968,41,41,,,
Active,MDMC2001604,13808 Lionel Ln,"$530,000 ",BEL PRE WOODS,Ranch/Rambler,Detached,3,2,,2,,Yes,11664,1964,2,2,,,
Active,MDMC760870,202 Bluff Ter,"$530,900 ",KEMP MILL ESTATES,Split Level,Detached,4,2,1,3,1,Yes,8846,1960,26,26,,,
Active,MDBC531396,1613 Park Grove Ave,"$534,900 ",OAK FOREST,Cape Cod,Detached,4,2,1,3,1,Yes,12825,1950,3,3,,,
Active,MDMC763650,1709 Luzerne Ave,"$535,000 ",WOODSIDE PARK,Colonial,Detached,3,1,1,3,1,Yes,8124,1934,10,10,,,
Active,MDHW296390,9624 Overton Dr,"$535,000 ",KINGS WOODS,Traditional,Detached,4,3,1,3,,Yes,6017,1998,2,2,,,
Active,MDBC530748,2009 Windys Run Rd,"$535,000 ",CATON GLEN,Colonial,Detached,3,3,1,3,1,Yes,5401,1999,31,31,,,
Active,MDMC2000934,14113 Burning Bush Ln,"$537,500 ",STRATHMORE AT BEL PRE,Colonial,Detached,4,2,1,2,1,No,12250,1968,6,6,,,
Active,MDMC764168,4815 Boiling Brook Pkwy,"$539,000 ",RANDOLPH HILLS,Ranch/Rambler,Detached,3,2,,2,,Yes,8764,1955,3,3,,,
Active,MDMC757240,10408 Barrie Ave,"$539,000 ",EVANS PARKWAY,Colonial,Detached,3,2,,3,,Yes,8100,1945,26,26,,,
Active,MDMC2001472,11801 Ashley Dr,"$539,900 ",RANDOLPH HILLS,Ranch/Rambler,Detached,5,3,,2,,Yes,8531,1954,7,7,,,
Active,MDMC2000482,13912 Schaeffer Rd,"$539,900 ",KINGSVIEW KNOLLS,Ranch/Rambler,Detached,3,2,,2,1,Yes,20000,1962,9,9,,,
Active,MDHW293854,1140 Shaffersville Rd,"$539,900 ",MOUNT AIRY,"Colonial, Other",Detached,4,3,1,2,,Yes,21780,2020,51,65,,,
Active,MDHW2000694,10102 Carillon Ct,"$540,000 ",CENTENNIAL,Ranch/Rambler,Detached,4,3,,2,1,Yes,22302,1966,2,2,,,
Active,MDMC752072,1512 Constance St,"$540,000 ",PARKWAY,Split Level,Detached,4,2,1,5,1,Yes,9829,1957,28,28,,,
Active,MDHW295198,10134 Hyla Brook,"$545,000 ",THE BIRCHES,Ranch/Rambler,Detached,3,2,,2,1,Yes,11052,1968,21,21,,,
Active,MDMC2001598,1707 Tweed St,"$549,000 ",TWINBROOK FOREST,Contemporary,Detached,3,2,0,3,1,No,6912,1959,5,5,,,
Active,MDMC760416,14600 Westbury Rd,"$549,000 ",MANOR WOODS,Split Level,Detached,4,2,,4,,Yes,10047,1965,3,3,,,
Active,MDMC761368,1203 Veirs Mill Rd,"$549,000 ",ROCKCREST,Ranch/Rambler,Detached,6,3,,2,,No,9875,1951,24,24,,,
Active,MDMC2000876,702 Lanark Way,"$549,500 ",COUNTRY CLUB,Ranch/Rambler,Detached,4,2,,2,1,Yes,6169,1956,11,11,,,
Active,MDMC2002030,10503 Insley St,"$549,900 ",CARROLL KNOLLS,Ranch/Rambler,Detached,3,2,,1,1,No,6786,1953,2,2,,,
Active,MDHW292756,15550 Woodbine Rd,"$549,900 ",WOODBINE,Ranch/Rambler,Detached,3,2,,1,1,Yes,87120,1978,78,78,,,
Active,MDMC2002356,2932 Newcastle Ave,"$549,900 ",FOREST GLEN PARK,Ranch/Rambler,Detached,4,3,,2,1,Yes,12359,1956,2,2,,,
Active,MDAA469066,352 Baltimore Ave,"$549,900 ",ACADEMY,Raised Ranch/Rambler,Detached,4,2,1,2,1,Yes,57935,1957,39,39,,,
Active,MDMC762756,13107 Fernedge Rd,"$549,900 ",FOXHALL,Split Level,Detached,4,2,1,4,1,Yes,9378,1964,3,3,,,
Active,MDMC2002410,19 Brighton Ter,"$549,900 ",BRIGHTON EAST,Colonial,Detached,3,3,1,3,1,Yes,12523,1973,3,3,,,
Active,MDMC763810,4525 Randolph Rd,"$549,900 ",VEIRS MILL VILLAGE,Colonial,Detached,6,4,,3,,Yes,8419,1946,16,16,,,
Active,MDCR205016,7323 Springfield Ave,"$549,900 ",SYKESVILLE,Colonial,Detached,5,4,,2,,No,15969,1890,17,17,,,
Active,MDMC763798,3805 Littleton St,"$550,000 ",CONN AVE PARK,Ranch/Rambler,Detached,5,2,0,2,,Yes,8446,1958,11,11,,,
Active,MDHW2000228,9978 Old Annapolis Rd,"$550,000 ",CENTENNIAL,Split Foyer,Detached,4,3,0,2,1,Yes,20181,1985,10,10,,,
Active,MDHW296012,3626 Cornus Ln,"$550,000 ",DUNLOGGIN,Ranch/Rambler,Detached,4,3,,2,1,Yes,20255,1960,3,3,,,
Active,MDHW2000620,9071 Dunloggin Rd,"$550,000 ",DUNLOGGIN,Ranch/Rambler,Detached,3,1,1,1,,No,28880,1957,2,37,,,
Active,MDMC2000960,4008 Decatur Ave,"$550,000 ",ROCK CREEK PALISADES,Colonial,Detached,3,2,,3,,Yes,7800,1950,10,10,,,
Active,MDMC2001368,11714 Lytle St,"$550,000 ",WHEATON HILLS,Colonial,Detached,3,2,1,3,2,Yes,10124,1949,3,3,,,
Active,MDMC2000900,11810 Georgia Ave,"$550,000 ",WHEATON CREST,Colonial,Detached,4,3,,3,1,Yes,6275,1950,6,6,,,
Active,MDMC2002022,10101 Greenock Rd,"$550,000 ",COUNTRY CLUB VIEW,Colonial,Detached,4,2,1,2,,No,6248,1957,3,3,,,
Active,MDMC762294,7621 Dew Wood Dr,"$550,000 ",MILL CREEK TOWNE,Split Level,Detached,4,2,1,4,1,Yes,16000,1966,12,12,,,
Active,MDCR205386,5754 Kinsmen Courage Ct,"$550,000 ",PATRIOTS CHOICE,Colonial,Detached,4,2,1,3,1,Yes,44431,1987,2,2,,,
Active,MDHW295632,4620 Oakview Ct,"$550,000 ",DORSEY HALL,Colonial,Detached,4,3,1,3,2,Yes,11704,1987,11,11,,,
Active,MDMC753180,7732 Warbler Ln,"$550,000 ",MILL CREEK TOWNE,Split Level,Detached,4,3,,4,1,Yes,17982,1968,68,68,,,
